time,x,y,z,abs,file,roadtype,weight,weather,makers,second
1.64379725,1.953693913,0.8772066012,0.4703348243,2.192629968,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.65384625,2.258213104,1.072278632,0.8729501206,2.647895353,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.66389525,2.617047373,0.6037701859,0.6550337487,2.764515256,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.67394525,1.985036597,0.3918546653,-0.6901433551,2.137806872,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.68399425,1.278287296,0.861419996,-1.430334783,2.102836278,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.69404325,1.452754177,0.8728947182,-0.9273643094,1.931953532,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.70409225,1.545619072,-0.4178586951,-0.4332956368,1.658701092,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.71414225,1.949001084,-0.9047952265,0.2156096452,2.159571056,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.72419125,2.09431331,-0.3202803603,0.8894299132,2.297784437,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.73424025,2.021592658,-0.9862957647,0.9834782839,2.454963492,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.74428925,1.603708236,-1.950971303,0.6700540763,2.612879943,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.75433925,1.129498242,-1.106974548,0.2848441869,1.606952128,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.764389,1.637746194,-0.7020572032,0.1491542852,1.788111829,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.774438,2.154150207,-1.160414299,0.1915734959,2.45430741,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.784487,1.468996865,-1.192263351,-0.3255355453,1.919744014,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.794536,0.7293019391,-1.231480773,-0.3692031366,1.478085643,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.804586,0.5816309463,-1.532590891,0.2446480876,1.657402209,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.814635,1.045338317,-2.161181922,0.5603644037,2.465248012,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.824684,1.631078175,-2.050602157,-0.3506089908,2.643541542,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.834733,1.6032159,-1.244389817,-0.5200361574,2.095052468,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.844783,0.7976002684,-1.481121506,-0.5252951431,1.762334273,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.854832,-0.2591294481,-2.494764259,-0.1348894179,2.51181049,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.864881,-1.548847466,-1.50073716,-0.5483887213,2.225279912,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.87493,-1.730554808,-0.8581902865,0.4254112512,1.977949758,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.88498,-2.349156749,-0.9044017088,0.7385951382,2.623357136,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
1.895029,-3.46539738,-1.173765831,1.253032002,3.867401508,Asfalt_0_second_1.csv,asphalt,0.0,Dry,Laurence & Doris,1
