time,x,y,z
10.007636541733518,0.7065307617187501,4.8207252502441404,1.005908203125
10.017688541673124,0.1507365417480468,2.5740472412109376,-0.9529183959960938
10.02774154173676,0.2776725769042968,3.4515225219726564,2.351609802246094
10.037793541676365,-0.1294807434082031,6.543792114257813,18.55152191162109
10.04784654174,-1.331481170654297,11.789633331298829,21.314775695800783
10.057898541679606,-1.67890869140625,7.789651336669922,10.478360137939454
10.067951541626826,0.4740641784667969,3.2189062500000003,-0.2228865051269531
10.078003541682849,1.6685801696777345,4.139791259765625,1.0656340026855469
10.088056541630069,0.9852511596679688,6.855593719482422,9.129215698242188
10.098108541686088,-0.5936654663085937,8.594377899169922,13.05899368286133
10.108161541633308,-1.7118402099609376,6.36835693359375,10.052944793701172
10.118213541689329,-1.2635224914550782,4.349205780029297,5.841302947998047
10.128266541636547,1.340312805175781,6.85215087890625,3.0731094360351565
10.13831854169257,2.405647430419922,11.73364974975586,-1.65495849609375
10.14837154163979,-0.8675958251953125,6.766079864501953,2.2305116271972656
10.15842354169581,-0.9726773071289064,6.681356048583985,6.681505737304688
10.168476541643033,1.0927276611328125,10.165810089111329,7.6032888793945315
10.178528541699052,0.3083587646484375,4.1323068237304685,16.78759002685547
10.188581541646272,0.3534150695800781,6.676865386962891,11.462413787841797
10.198633541702293,0.1703457641601562,8.076005859375,7.134314117431641
10.208686541649511,0.6472540283203125,5.550308074951172,5.131029968261719
10.218738541705534,2.1209394836425783,6.200855255126953,6.519392852783203
10.228791541652754,1.1767030334472657,8.758137359619141,6.407425689697266
10.238843541708777,-0.3653901672363281,7.24538314819336,6.450386352539063
10.248896541655997,0.5086422729492188,5.993087310791016,5.400020599365234
10.258948541712016,-0.28021728515625,5.890849914550781,9.478289794921876
10.269001541659236,-0.0718505859375,10.43165725708008,5.191055145263672
10.279053541715257,0.02155517578125,12.306957550048828,-1.4187496948242189
10.289106541662475,-1.1322454833984374,5.864055633544922,6.942413177490235
10.299158541718498,-0.9354048156738282,5.583688659667969,8.905431060791017
