Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
-0.0002001665998,0.01207786247,-0.02132596493,-0.04207247078,0.04869049537
0.009752833401,0.01099758938,-0.01546062291,-0.02172825336,0.02884605393
0.01970683329,0.01860774055,-0.009848465323,-0.001875786781,0.02113667083
0.0296608333,0.05695421934,0.004432189465,-0.01174881041,0.05832205372
0.0396138333,0.07096955672,0.01388830662,-0.0008750358224,0.07232101167
0.04956783331,0.08550982788,0.02185046017,-0.0009586510062,0.08826263244
0.05952083331,0.09324174732,0.01906075358,-0.005556609035,0.0953321125
0.06947483332,0.1172768734,0.01207800865,-0.03449798763,0.1228407688
0.07942883333,0.113968665,0.005724424124,-0.03342326939,0.1189064362
0.08938183333,0.1041811569,0.0009712225199,-0.03439449191,0.1097161693
0.09933583334,0.1123327602,-0.003751573563,-0.02528774589,0.1152050061
0.1092898333,0.1142151251,0.0123639375,-0.0036685431,0.1149409412
0.1192428333,0.1186452681,0.006872817278,0.005918551683,0.1189914472
0.1291968334,0.1348486336,0.003960319161,0.02154669732,0.1366166105
0.1391508334,0.1321916588,0.01303695202,0.02003665388,0.1343356403
0.1491038334,0.1505897766,0.008496589065,0.00910382241,0.1511037803
0.1590578334,0.1449954531,-0.006445385814,0.01458646417,0.1458697684
0.1690118334,0.1357127059,-0.005208699703,0.01843247026,0.1370577435
0.1789648334,0.1332062969,-0.01652540088,0.006360893548,0.1343780762
0.1889188334,0.1113092051,-0.0225644052,0.0109094426,0.1140960449
0.1988718334,0.09050554276,-0.009366070032,0.00647023648,0.09121864117
0.2088258334,0.1019093674,-0.002123708725,0.00590598017,0.1021024481
0.2187798334,0.07989898592,-0.002055881023,-0.002450275719,0.07996298174
0.2287328334,0.08431334138,0.01050510764,0.008724922836,0.08541206648
0.2386868333,0.08525255039,-0.002723633051,-0.002810171843,0.08534232591
0.2486408333,0.1058791883,-0.009791747332,-0.01905607581,0.1080250659
0.2585938333,0.1017810211,0.00418777585,-0.04466571093,0.1112292203
0.2685478333,0.1210742015,0.006676935554,-0.05822598875,0.1345132317
0.2785018333,0.1139300734,0.005796929598,-0.06203808099,0.1298552637
0.2884548333,0.1169992769,0.03099258184,-0.05857974529,0.1344654509
0.2984088333,0.1274612613,0.02918754637,-0.05129469931,0.1404614971
0.3083628333,0.1158223785,0.01749837756,-0.04002594531,0.123786481
0.3183158333,0.1085792863,-0.01364857078,-0.02623119414,0.1125336414
0.3282698333,0.1031238341,-0.005423292518,-0.02975706518,0.1074682288
0.3382228334,0.1190981349,0.0271872139,-0.04069837511,0.1287628366
0.3481768334,0.1194062832,0.02552543521,-0.01983492494,0.1237046182
0.3581308334,0.1379739703,0.02297604918,-0.02937699616,0.1429255863
0.3680838334,0.1285846576,-0.003456873894,-0.02136338711,0.1303930921
0.3780378334,0.08965024129,0.009294734001,-0.01481392086,0.09134007934
0.3879918334,0.07571062535,0.02183174908,0.007946366072,0.07919513112
0.3979448334,0.04829653949,0.007021921277,0.01146405101,0.05013269961
0.4078988334,0.03994393811,0.008847422004,-0.006673427224,0.04145274054
0.4178528334,0.02688330486,-0.01086705029,0.006617878675,0.02974224572
0.4278058334,0.07055674329,-0.01796673954,0.03465469301,0.08063501411
0.4377598333,0.1709958284,-0.02918696165,0.05229632735,0.1811804567
0.4477138333,0.2560567363,-0.04302849054,0.07895436823,0.2713858792
0.4576668333,0.3306797795,-0.02851920962,0.09858464062,0.3462389251
0.4676208333,0.3770312427,-0.02978513181,0.1014079687,0.3915651774
0.4775738333,0.3828034678,-0.02372098446,0.1096402636,0.3989012001
0.4875278333,0.3393330739,-0.04959842205,0.1255169159,0.3651868491
0.4974818333,0.3061977799,-0.05958838999,0.1272418445,0.3368951523
0.5074348333,0.2469555451,-0.06364051044,0.10904414,0.2773585771
0.5173888333,0.2322056513,-0.03807823777,0.08679723859,0.2508050583
0.5273428333,0.2293443163,0.006166473627,0.09332623959,0.2476825141
