Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
-0.0023024166,0.02251721635,-0.01673999369,0.007637925446,0.02907903585
0.007652583416,0.02281734296,-0.006146593094,0.04799570024,0.05349765404
0.01760658331,0.06991828216,-0.01383217335,0.03675150454,0.0801908242
0.02756058332,0.09961095488,-0.02860282481,0.05944045544,0.119472305
0.03751458332,0.1288264765,-0.04635555625,0.03719063044,0.1418740344
0.04746858333,0.12993594,-0.04529370189,0.04079017639,0.1435224945
0.05742320837,0.119742489,-0.004118778706,0.05053923905,0.1300363129
0.06737720838,0.1216955229,-0.007683241367,0.06937838316,0.1402932377
0.07733120839,0.1144495254,-0.01155117452,0.06397672534,0.1316250162
0.0872852084,0.1097142492,-0.03607498169,0.0419523105,0.1228764303
0.09723920841,0.1243761333,-0.05118184805,0.03896789163,0.1400267856
0.1071942083,0.1353014639,-0.07725750625,0.06555985898,0.169036397
0.1171482083,0.1477746164,-0.04948615551,0.0715757668,0.1714914203
0.1271022083,0.1802939611,-0.04330681801,0.07032972515,0.1983120347
0.1370562083,0.2182348075,-0.04325360835,0.04509898961,0.2270049002
0.1470102083,0.2171374679,-0.03692458212,0.04892745405,0.2256235814
0.1569642083,0.2207125103,-0.003395478129,0.04641607493,0.2255659405
0.1669182084,0.1949186697,-0.002801985741,0.07145414472,0.2076218527
0.1768722084,0.188108509,-0.02408877432,0.0586721313,0.1985132217
0.1868262084,0.1824400719,-0.06587180793,0.0582844609,0.2025353137
0.1967812084,0.1661980966,-0.05120172858,0.06771660447,0.1866251934
0.2067352084,0.1601494809,-0.01547231734,0.1222991931,0.2020998305
0.2166892084,0.155051659,0.02844085693,0.1909039897,0.2475767206
0.2266432084,0.1416134966,0.02454134881,0.2117364496,0.255908156
0.2365972083,0.1194472503,-0.04529662549,0.2105354315,0.2462612389
0.2465512083,0.08717089394,-0.09041023314,0.1983463258,0.2347637961
0.2565052083,0.002395110894,-0.1101054096,0.2053814033,0.2330460439
0.2664592083,-0.03952586219,-0.09808178008,0.2334050614,0.2562425648
0.2764132083,-0.1457393651,-0.1243463033,0.2234887683,0.2943623537
0.2863672083,-0.2254652186,-0.1294924378,0.1614533186,0.3060556001
0.2963222084,-0.2488359,-0.1056931007,0.1410582304,0.3049389464
0.3062762084,-0.3086907403,-0.0483172971,0.1320827544,0.3392202653
0.3162302084,-0.2735244159,-0.006023801565,0.1429381102,0.3086797623
0.3261842084,-0.2148499092,-0.04473938584,0.1487689537,0.2651307182
0.3361382084,-0.1803286058,-0.08568451345,0.0954470247,0.2212925133
0.3460922084,-0.1256616436,-0.1417306602,0.03146240562,0.192011228
0.3560462084,-0.1023047214,-0.09821158826,-0.008757959604,0.1420861498
0.3660002083,-0.1336716073,-0.03296777129,0.04230226636,0.1440293522
0.3759542083,-0.1493456445,0.03376357734,0.0423563531,0.1588652301
