Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
-0.002256124979,0.01391958922,0.008707088828,-0.02835782647,0.03276789102
0.007698875037,0.01387120351,0.002358182073,-0.02191477954,0.02604282765
0.01765487506,0.0203429018,-0.00875620544,-0.01565942824,0.02712420469
0.02760987508,0.04467780735,-0.01555067003,-0.02074475169,0.05165534368
0.03756487509,0.07454695635,-0.01227213621,-0.006161211133,0.07580115138
0.047520875,0.08026399836,-0.02068335593,0.0005259570479,0.08288779932
0.05747587502,0.09178710625,-0.01622719288,0.008256560862,0.09357545329
0.06743087503,0.1129156546,-0.01910343826,0.01612925202,0.1156505044
0.07738687505,0.1307028115,-0.03425532818,0.02937875032,0.1382742326
0.08734187507,0.1546478539,-0.03760519803,0.03890912712,0.1638414777
0.09729787509,0.1815753053,-0.02797658801,0.04639824092,0.1894863523
0.107252875,0.1948435147,-0.02115405679,0.03970259428,0.199969461
0.117207875,0.1709908217,-0.02735502899,0.02220977157,0.1745835979
0.127163875,0.1822958284,-0.01558107555,0.01635115385,0.1836896818
0.137118875,0.1585938474,-0.01790768266,0.02564968854,0.1616496213
0.1470748751,0.1499494334,-0.03056047261,0.02984477341,0.1559149947
0.1570298751,0.1266571595,-0.04774193108,0.03214828402,0.1391216741
0.1669848751,0.1208070568,-0.06189687073,0.02511613011,0.1380448752
0.176940875,0.1682638265,-0.05018431306,0.02109441519,0.1768506571
0.186895875,0.270040791,-0.03163109779,0.02249891639,0.2728163419
0.1968518751,0.3784347572,-0.01051738679,0.02109616935,0.379168207
0.2068068751,0.4574312619,-0.00592089057,-0.001543080211,0.4574721821
0.2167618751,0.4564298897,0.02876420796,0.006715527177,0.4573846545
0.2267178751,0.3856773378,0.03768705904,-0.01679817349,0.387878205
0.236672875,0.2644794311,0.04108429134,-0.03020847023,0.2693507753
0.246628875,0.1896067118,0.05481764674,-0.01987059295,0.198369655
0.256583875,0.09428258825,0.03429742813,-0.01424089372,0.1013327345
0.2665388751,0.01881557252,0.003935176134,-0.03250525653,0.03776378004
0.2764948751,0.02112620942,-0.02597567081,-0.0449551481,0.05605370228
0.2864498751,0.04719112337,-0.03325136125,-0.08383474678,0.1017886041
0.296405875,0.09790625397,-0.02926882267,-0.08164467216,0.1307981309
0.306360875,0.1425755098,0.01392923713,-0.07361059785,0.161059988
0.316315875,0.125893367,0.03972539842,-0.04587374568,0.1397556713
0.3262718751,0.1155464996,0.05859728694,-0.04110358715,0.1359196104
0.3362268751,0.08905733362,0.008923435807,-0.05325819433,0.1041502359
0.3461828751,0.002085921094,0.001745978594,-0.07236923397,0.07242033922
0.356137875,-0.08634440828,-0.05680628479,-0.05366574526,0.1164573873
0.366092875,-0.174104464,-0.03583758473,-0.0656730026,0.1894983909
0.376048875,-0.2834871578,-0.04224145532,-0.05205951512,0.2913065435
0.3860038751,-0.3782971283,-0.04110592604,-0.08399642229,0.3896842484
0.3959588751,-0.4657156701,-0.05649989069,-0.08639378071,0.477019086
0.4059148751,-0.4769885537,0.00567823112,-0.08160432637,0.4839520522
0.415869875,-0.5836314615,-0.01038640916,0.0299067539,0.5844894989
0.425825875,-0.601932808,-0.05459545255,-0.01748434424,0.6046564901
0.435780875,-0.5542704721,-0.01979457915,-0.1869091719,0.5852714073
0.4457358751,-0.538791065,-0.0785766381,-0.1454304859,0.563577968
0.4556918751,-0.5393328096,-0.003510083556,-0.155713107,0.5613722222
0.4656468751,-0.5048714401,0.0442365253,-0.06248013049,0.5106425442
0.475602875,-0.524529633,0.03049673796,-0.1153380829,0.5379258873
0.485557875,-0.5100329966,0.04370852172,-0.1473200136,0.5326793397
0.495512875,-0.562194436,-0.0006221437454,-0.1056176716,0.572029775
0.5054688751,-0.5030583647,-0.02634755373,-0.0735334146,0.5090865103
0.5154238751,-0.5544238519,0.03449623346,-0.1464043397,0.5744649931
0.5253798751,-0.554796283,-0.02591719866,-0.1027335325,0.5648228001
0.5353348751,-0.5342333797,0.005516847968,-0.1438853592,0.5532980537
0.545289875,-0.5548263596,-0.01241656244,-0.1471481055,0.5741419905
0.555245875,-0.5028489979,0.01469697654,-0.09823029935,0.5125644423
0.565200875,-0.408477605,0.04717358172,-0.06146505386,0.4157610533
0.5751558751,-0.367425583,0.01536063552,-0.05594089687,0.3719770048
0.5851118751,-0.2555670685,-0.00545018971,-0.1035185212,0.2757903466
0.5950668751,-0.2184277108,0.00116535008,-0.1734348482,0.27891158
0.605022875,-0.1325899638,0.02543772697,-0.1307636225,0.1879529234
0.614977875,-0.04800691959,0.06965144813,-0.1001177806,0.131070815
0.624932875,0.06200712729,0.12830136,-0.1002774096,0.1742460378
0.6348880834,0.2790730216,0.1185616529,-0.0621699357,0.3095217566
0.6448430833,0.3804410831,0.04576440275,-0.1069180924,0.397820659
0.6547990834,0.3075159251,-0.06283184052,-0.05935391665,0.3194319517
0.6647540834,0.1747656745,-0.1910753131,-0.002254101634,0.2589553962
0.6747090834,0.1594031021,0.005156074762,-0.09535229981,0.1858171013
0.6846650834,0.08278656028,-0.08943901062,0.2086368406,0.2416242588
0.6946200834,0.02897529244,-0.181495235,0.3197503102,0.3688093664
0.7045760833,0.2990422498,-0.2490247285,0.2051931229,0.439936132
0.7145310834,0.5097011306,-0.5182989496,0.02399083346,0.7273270267
0.7244860834,0.6433320084,0.0481465584,-0.3427222663,0.730515377
0.7344420834,0.5696878622,0.3105181414,-0.07248793244,0.6528554793
0.7443970834,0.9356990768,0.2897061467,0.3960833716,1.056572028
