time_s,acc_x_ms2,acc_y_ms2,acc_z_ms2,acc_abs_ms2
14.000009028,-0.3601893187,0.1332345009,0.0710849762,0.3905647851
14.008004728,-0.6948366165,0.0219296813,0.06898784637,0.6985972785
14.016001037999999,-0.9679278731,0.1166814566,-0.3258552551,1.027949696
14.023996107999999,-0.9430021048,-0.2187007964,0.7419347763,1.21965168
14.031991878,-0.8030595779,-0.3811249137,0.8350076675,1.219589558
14.039987497999999,-1.101264358,0.2727629542,-0.2140331268,1.154553158
14.048013727999999,-1.085930467,0.4888932705,-0.3508529663,1.241514967
14.056008497999999,-1.127255321,-0.03141927719,0.1322507858,1.135421507
14.064003807999999,-0.5159425735,-0.4005122185,-0.1748170853,0.6761418414
14.071999887999999,-0.6215177774,-0.8207943439,2.604185104,2.800315654
14.079996117999999,-0.6134861708,-0.3152056634,1.593378067,1.736252734
14.087990657999999,0.5407583714,-0.5611578822,0.2690467834,0.8244416029
14.095988737999999,0.4856216609,-0.5120666623,0.1754150391,0.7271939907
14.104014348,-0.04150280356,0.01021957397,-0.09053516388,0.1001176223
14.112008807999999,0.1752476394,0.9484205842,-0.6457366943,1.160684806
14.120003198,-0.1064836979,0.5664933324,-0.5280895233,0.7817493321
14.127998887999999,0.1205449998,0.05700713396,-0.3817672729,0.4043849169
14.135995587999998,-0.1763990074,-0.4828532934,0.5257081985,0.7352775141
14.143990277999999,-0.2047294527,-0.2006777823,-0.08720302582,0.2996499438
14.151986668,0.1491531432,-0.1151544452,-0.2284021378,0.2960992112
14.160011507999998,-0.9132339954,0.1834952831,0.1138896942,0.9384229919
14.168006898,0.05034506321,0.5289028287,0.5187196732,0.7425246978
14.176003898,0.3488471806,0.4428510666,0.8566169739,1.02547748
14.184000128,0.393679142,0.5643048882,-0.2898426056,0.7466136951
14.191995588,0.08438152075,0.1137109399,-1.445895195,1.452812216
14.199989127999999,-0.01394113898,-0.2005250454,-1.68272686,1.694690041
14.207986898,0.4214397669,-0.1868427992,-0.7393541336,0.8713014654
14.216013058,0.1072870195,-0.2249878347,-0.08572769165,0.263589202
14.224007898,0.01331242919,-0.1790494323,-0.155163765,0.2373008932
14.232002598,-0.1767892689,-0.004326164722,-0.3251113892,0.3700953616
14.240000438,-0.6732371449,0.1579134464,0.04845237732,0.6932045461
14.247993747999999,-0.06120976806,-0.3325985372,0.7188434601,0.7944207593
14.255990978,-0.5014852285,-0.2094705999,0.9103050232,1.060198379
14.263986057999999,-0.1514299661,-0.05811572075,0.7139282227,0.7321215601
14.272011527999998,-0.757948041,0.06816226244,-0.4593467712,0.8888930099
14.280007287999998,-0.1942388415,-0.01857000589,0.6801948547,0.7076288668
14.288002987999999,-0.151032716,-0.5042764544,1.309754372,1.411581432
14.296000827999999,-0.02008411288,-0.03624409437,-0.05492591858,0.06880307042
14.303993367999999,-0.4170610011,-0.09908050299,0.00964641571,0.4287771892
14.311989678,0.1370807588,0.003684520721,-0.0526304245,0.1468831907
14.319985068,0.2351050675,-0.2405775785,-0.3854160309,0.5115637604
14.328011528,0.2700512111,-0.05968290567,-0.6343097687,0.6919816388
14.336007908,0.3544466496,-0.2207585871,-0.7275733948,0.8388860626
14.344003608,0.3619448841,-0.01750016212,-0.5862216949,0.6891779381
14.351999297999999,0.4740226865,-0.2750013173,-0.7633523941,0.9396968178
14.359994918,0.3383006752,-0.6350736618,-0.4713487625,0.8601950701
14.367988767999998,0.6016876698,-0.4896042943,0.2635374069,0.8192633165
14.375983838,0.5246583223,-0.6546753645,0.2513647079,0.8758141381
14.384011308,0.3152419925,-0.5454687476,0.3564758301,0.7238706279
14.392007307999998,-0.06057438254,-0.3164331615,0.7967424393,0.8594170792
14.400001377999999,-0.2286229581,-0.4337385893,0.214717865,0.5352582389
14.407999307999999,-0.8373607397,-0.4312931299,-0.1831445694,0.9595460935
14.415994928,-1.382108331,-0.1023313701,-0.7128763199,1.558488946
14.423990307999999,-1.733536959,0.4946134686,-1.580085754,2.397178312
14.432015228,-1.678830624,0.05026012659,-0.6446237564,1.799038113
14.440011848,-1.603508234,-0.7485303879,0.5130062103,1.842474361
14.448006617999999,-1.478313923,-0.9604397416,1.401912689,2.252380017
14.456003308,-0.7204526663,-0.6466026306,0.3205957413,1.019768913
14.463998307999999,-0.4054434896,0.7001548409,-0.2431049347,0.8448084006
14.471994308,-0.07991024852,0.6973644495,-0.02352523804,0.7023220487
14.479991318,0.8297230601,0.364723146,1.020064354,1.364549235
14.487985157999999,0.2099182308,-0.004413306713,0.2705564499,0.3424703395
14.496012468,1.057764888,-0.01736521721,-0.205780983,1.077735553
14.504007627999998,0.8675858974,0.05570060015,-1.038805008,1.354593552
14.512001468,1.015624046,-0.09756246209,-0.2102584839,1.041738579
14.519998088,1.334396482,-0.1852808595,1.12840271,1.757337658
14.527992547999999,1.079011202,0.5110453367,0.4706411362,1.283329883
14.535991017999999,0.5008069277,0.6992772818,0.1314735413,0.8701043545
