time_s,acc_x_ms2,acc_y_ms2,acc_z_ms2,acc_abs_ms2
7.0079965070000005,-1.522274017,2.259602547,2.157084465,3.475073415
7.015990584000001,0.05952450633,1.153419375,0.749537468,1.376853601
7.023986046,0.09081837535,0.9275939465,-2.073185921,2.273054854
7.031982892,0.1512163579,1.045816064,-4.376512051,4.502272244
7.039979199,-0.6443598866,2.069392681,-4.690050602,5.166639177
7.048003815,0.6749724746,1.502185822,-3.710767746,4.059796466
7.056000122,1.120294094,0.8102616072,-1.182490349,1.819303755
7.063993968,2.502361774,-0.7114456296,3.333547592,4.228535075
7.0719908910000004,1.385455012,-0.7855840921,4.076693535,4.376763431
7.079986045,1.773785353,-0.7549336553,2.64313221,3.271450317
7.0879816600000005,0.516321063,-0.6891670823,1.6618433,1.871700259
7.095976814,-0.7599445581,-0.8860943317,0.8695440292,1.455604931
7.104005352000001,-1.459844828,-1.494436979,1.444116592,2.539677448
7.1119992750000005,-1.387376308,-1.461414933,0.7760429382,2.15934927
7.119993659,-1.81426537,-1.311921477,-1.420016289,2.651253111
7.127989967,-2.135839462,-0.5406403542,-2.83889389,3.593524833
7.135986967,-0.7068392038,0.6649338603,-1.661920547,1.924509965
7.143981044,-1.817769766,0.6403497458,-1.454425812,2.414474924
7.151979198,-1.426567554,-0.4710581601,-1.893252373,2.416897872
7.160003813,-1.18227613,-1.24460125,-2.49934864,3.032087193
7.167998889000001,-1.019977093,-1.095133066,-1.501251221,2.119770018
7.175994581,-1.737428665,-0.2322042882,-1.582892418,2.361805581
7.183990581000001,-0.05264356732,0.556391716,-1.587944031,1.683421911
7.191984197,1.105015993,1.045788169,0.2073764801,1.535492834
7.1999807350000005,-0.2130323648,0.09169507027,-0.1952571869,0.3031767528
7.207978274,0.7905554771,-1.037995815,-1.062381744,1.682577857
7.2160038890000004,2.18322897,-1.750209808,-0.2751655579,2.811661287
7.223998273,0.7286833525,-1.646626234,1.886086464,2.607619514
7.231995273000001,0.3938350081,-2.078108549,2.069507599,2.959138871
7.239988504,-0.09945933521,-1.543720603,0.703909874,1.699545401
7.247985657,-0.6092327833,-0.6100894213,0.365568161,0.9364901316
7.2559825810000005,-0.3625255525,0.5263928175,0.2094526291,0.6725954047
7.264008734000001,-0.08067932725,1.439989328,0.791012764,1.644925412
7.272004734,0.6564004421,1.699701309,0.008111953735,1.822062536
7.279999195,-0.334313482,1.61037755,-1.047717094,1.95007499
7.2879955800000005,-1.070219636,1.346655726,-1.9096241,2.570119825
7.2959900410000005,-0.6695535183,1.235463142,-2.637505054,2.988495274
