time_s,acc_x_ms2,acc_y_ms2,acc_z_ms2,acc_abs_ms2
16.000015171,-0.965238452,0.8107978106,1.213798523,1.749967203
16.008009861,0.09693950415,0.7778127193,1.76693821,1.932992636
16.016003391,-0.4579453766,0.4180362225,-0.3947305679,0.7350377354
16.024001231000003,0.3752162457,0.4112958908,-0.412651062,0.6929880517
16.031994761,1.477964282,0.4580049515,-0.9565677643,1.819112103
16.039989291,1.327444792,1.105215073,-0.623301506,1.836331887
16.047987431000003,0.1659103036,1.228127718,0.2366714478,1.261680346
16.056012651000003,0.2706341445,0.8034799099,2.154872894,2.315664051
16.064008571000002,-1.059646964,1.185632467,0.0009279251099,1.590149961
16.072004251000003,-0.6112371683,0.9761948586,-0.04560279846,1.152669464
16.079998401,-1.41764915,0.8165743351,-0.2525911331,1.655392714
16.087995391000003,-1.314137459,1.497663975,0.4045944214,2.033138285
16.095989461000002,-1.321721554,1.64485836,2.26884079,3.098410144
16.103986451,-0.9888907671,1.82000351,1.960263252,2.851832699
16.112012831,-0.8799894452,1.338400841,-0.2241411209,1.617386001
16.120007591,-0.2484280914,1.207543612,-1.085120201,1.642365349
16.128004581000003,-0.7994731069,1.339163303,-1.721135616,2.322675916
16.135999571000003,-0.3880854249,1.57050848,-1.610066414,2.282415615
16.143994951000003,-1.340596557,1.491578341,0.1523399353,2.011271371
16.151991631,0.3491510451,0.640037775,0.5508394241,0.913771786
16.160017091,-2.065262794,0.1788790226,-0.2526931763,2.088339521
16.168012541000003,-0.2239930332,-0.02379131317,0.7163095474,0.7508916521
16.176008531,-0.02837203443,0.1868879795,1.195511818,1.210363828
16.184003291000003,-4.011062622,-2.070870638,0.2432470322,4.520652351
16.191998281,-1.029359937,-0.2827420235,3.291014671,3.459812495
16.199995511,6.331595898,-1.614868641,-0.5871505737,6.560613777
16.207990881,2.997439623,1.509819031,1.023170471,3.508714239
16.216016101,0.0508453697,0.6597104073,0.3445739746,0.7460122633
16.224013941000003,2.877188683,0.7041194439,-0.2426280975,2.972014014
16.232007551000002,1.746138334,0.8246555328,0.2860708237,1.952150698
16.240003771,2.815992594,1.47279048,0.2860403061,3.190727996
16.247998531,-0.970474124,2.075078726,0.8198375702,2.433085569
16.255993911,0.1784785688,0.9909417629,0.2884283066,1.04738296
16.263990591000002,0.6634405851,0.3049612045,-0.5656518936,0.9236432271
16.272014891,-1.021898746,0.04747414589,-1.358558655,1.700650599
16.280013961,1.535285473,0.7111504078,-0.1023778915,1.695086316
16.288006261000003,-1.323550463,0.7029209137,1.018584251,1.812014767
16.296003481000003,-0.2869716287,1.124678612,1.506317139,1.901642978
16.304000401000003,-1.326613665,0.4963445663,0.3711004257,1.464232656
16.311994541,0.4675855935,0.5762119293,-0.3490381241,0.8200512708
16.319990151000002,1.12753284,-0.08822035789,-0.699754715,1.329951051
16.328015991,-0.7372307777,0.3733615875,-0.5210075378,0.9769119455
16.336011981000002,-0.6648994684,0.9236226082,-0.8270759583,1.406849198
16.344008971,-0.608761549,0.6733109951,-0.3021631241,0.9566822216
16.352003111000002,-0.8242884874,0.6445071697,0.02362060547,1.046613078
16.359998411000003,0.08765631914,0.2405545712,0.4276762009,0.4984546768
16.367994171000003,-0.9285383224,0.5806055069,-0.7860012054,1.347992606
16.375990711,-0.1828445196,0.933880806,-0.09590625763,0.9564326889
16.384016621,-0.7537536621,0.8362624645,0.7678804398,1.362761851
16.392011381000003,0.1041176915,0.7158007622,0.8167667389,1.091017475
